"","facility_id","common_name","address","zip_code","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","geom"
"79",898,"International Studies Academy at Enola Maxwell","655 De Haro St",94107,"Own",16,"School District (Sfusd)",108400,-122.400804971,37.761825501,"POINT (-122.40080497100001 37.761825500999976)"
"80",1925,"Pier 43 - Arch","The Embarcadero",94133,"Own",46,"Port",1500,-122.413482904,37.809514569,"POINT (-122.41348290399998 37.80951456899999)"
"81",202,"Bryant Elementary and CDC","2641 25th St",94110,"Own",16,"School District (Sfusd)",32500,-122.404819551,37.751580556,"POINT (-122.404819551 37.75158055600002)"
"82",2023,"Pier 90 - Truck Pits","Cargo Way",94124,"Own",46,"Port",1305,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"83",3000,"Claire Lilienthal (K-2 Madison Campus)","3950 Sacramento St",94118,"Own",16,"School District (Sfusd)",20855,-122.458067404,37.787225552,"POINT (-122.45806740400002 37.787225551999995)"
"84",949,"Jose Coronado Clubhouse","2498 Folsom St",94110,"Own",49,"Recreation And Parks",933,-122.415127524,37.757563263,"POINT (-122.41512752400001 37.75756326300001)"
"85",708,"Fire Station #25","3305 3rd St",94124,"Own",38,"Fire Department",11420,-122.386852506,37.746639298,"POINT (-122.38685250600003 37.74663929799999)"
"86",1188,"North Beach Branch Library","850 Columbus Ave",94133,"Own",48,"Public Library",8500,-122.413134859,37.802530815,"POINT (-122.41313485900002 37.80253081500001)"
"87",1254,"PEIXOTTO PLAYGRND: NRSRY SCH.*","2475 15th St",94114,"Own",49,"Recreation And Parks",2000,-122.437832668,37.765767924,"POINT (-122.437832668 37.76576792399999)"
"88",480,"CHURCH SUBSTATION","2120 Market St",94114,"Own",42,"Municipal Transportation Agency",2976,-122.429318784,37.767197247,"POINT (-122.42931878399997 37.76719724700001)"
"89",113,"Alice Fong Yu Elementary","1541 12th Ave",94122,"Own",16,"School District (Sfusd)",59650,-122.469711433,37.758910483,"POINT (-122.46971143299999 37.75891048300002)"
"90",1638,"Starr King Elementary","1215 Carolina St",94107,"Own",16,"School District (Sfusd)",49900,-122.399211136,37.75323852,"POINT (-122.39921113600002 37.753238520000025)"
"91",1906,"Pier 32 1/2 Marginal Wharf (Brannan St)","599 The Embarcadero",94107,"Own",46,"Port",9771,-122.387681804,37.785161354,"POINT (-122.38768180400001 37.785161354000024)"
"92",27,"20th - Irving Parking Lot","1275 20th Ave",94122,"Own",42,"Municipal Transportation Agency",4830,-122.478543012,37.763925725,"POINT (-122.47854301199999 37.76392572499998)"
"93",146,"Auto Shop","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",6050,-122.46107818,37.768701979,"POINT (-122.46107818000002 37.768701979000014)"
"94",488,"Civic Center Plaza Parking Garage","355 McAllister St",94102,"Own",42,"Municipal Transportation Agency",255234,-122.417689311,37.779802205,"POINT (-122.417689311 37.77980220500001)"
"95",848,"Harding Park Maintenance Bldg","99 Harding Rd",94132,"Own",49,"Recreation And Parks",8001,-122.485767494,37.718369111,"POINT (-122.48576749400002 37.718369111000015)"
"96",762,"Funston Senior Center","1800 Chestnut St",94123,"Own",49,"Recreation And Parks",621,-122.433172506,37.801412783,"POINT (-122.433172506 37.80141278299999)"
"97",797,"GGP Golf Club Maintenance Bldg","970 47th Ave",94121,"Own",49,"Recreation And Parks",432,-122.506578583,37.769037662,"POINT (-122.50657858300002 37.76903766200002)"
"98",1704,"SWL 302 - Crab Boat Owners Asso.","2907 Jones St",94133,"Own",46,"Port",2717,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"99",1056,"Marina Green Shops/Restaurants","1 Yacht Rd",94123,"Own",49,"Recreation And Parks",1000,-122.445657317,37.807002361,"POINT (-122.44565731699998 37.807002361)"
"100",1700,"SWL 301 - Andre Boudin Pavilion","160 Jefferson St",94133,"Own",46,"Port",10000,-122.414861113,37.808508272,"POINT (-122.41486111299997 37.80850827199998)"
"101",3026,"Ball Diamond 2 Grandstand","799 Moscow St",94112,"Own",49,"Recreation And Parks",23128,-122.430442296,37.712858197,"POINT (-122.43044229600002 37.712858197)"
"102",1021,"Lloyd Lake Pump Station","John F Kennedy Dr & Transverse Dr",94117,"Own",49,"Recreation And Parks",255,-122.481278216,37.771202133,"POINT (-122.48127821600002 37.771202132999974)"
"103",1807,"Urban Forestry Central Office","2323 Cesar Chavez St",94124,"Own",77,"Public Works",288,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"104",1614,"South of Market Cultural Center,SOMArts","934 Brannan St",94103,"Own",35,"Arts Commission",17844,-122.406594219,37.771157939,"POINT (-122.406594219 37.77115793899998)"
"105",1265,"Pier 15 - Bulkhead/Shed Building (contains trailer","The Embarcadero",94111,"Own",46,"Port",139467,-122.39661631,37.802110215,"POINT (-122.39661631000001 37.80211021500003)"
"106",1702,"Pier 49 - Aliotos Restaurant (Wharf J-1)","8 Fishermans Wharf",94133,"Own",46,"Port",12093,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"107",1945,"Pier 49 Nicks Lighthouse (Wharf J-1)","2815 Taylor St",94133,"Own",46,"Port",2238,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"108",822,"Grattan Elementary","165 Grattan St",94117,"Own",16,"School District (Sfusd)",55420,-122.450448701,37.763697666,"POINT (-122.45044870100003 37.763697665999985)"
"109",946,"John O'Connell High","2355 Folsom St",94110,"Own",16,"School District (Sfusd)",130091,-122.414214839,37.759517188,"POINT (-122.41421483900001 37.75951718800002)"
"110",2050,"Moscone West","747 Howard St",94103,"Own",80,"Gsa - Convention Facilities Management",775000,-122.403285781,37.783250902,"POINT (-122.40328578100002 37.78325090200002)"
"111",843,"Harbormasters Office","3950 Scott St",94123,"Own",49,"Recreation And Parks",1500,-122.442645381,37.806641636,"POINT (-122.44264538099998 37.806641635999995)"
"112",1900,"Pier 29 1/2 - Bulkhead Building","1256 The Embarcadero",94133,"Own",46,"Port",52650,-122.403385555,37.805968447,"POINT (-122.403385555 37.805968447)"
"113",1186,"Noriega CDC","1775 44th Ave",94122,"Own",16,"School District (Sfusd)",14700,-122.50365892,37.753849633,"POINT (-122.50365892000002 37.753849633000016)"
"114",854,"Hayes Valley Clubhouse","689 Hayes St",94102,"Own",49,"Recreation And Parks",2187,-122.427570334,37.776091011,"POINT (-122.427570334 37.776091011000005)"
"115",720,"Fire Station #39","1091 Portola Dr",94127,"Own",38,"Fire Department",8450,-122.458634966,37.740039839,"POINT (-122.45863496599998 37.74003983900002)"
"116",1251,"Paul Revere Elementary","555 Tompkins Ave",94110,"Own",16,"School District (Sfusd)",56400,-122.413158424,37.737262984,"POINT (-122.41315842400002 37.73726298399998)"
"117",1636,"ST. MARY'S SQUARE Parking Garage","433 Kearny St",94108,"Own",42,"Municipal Transportation Agency",61552,-122.40498678,37.792258631,"POINT (-122.40498678 37.79225863099998)"
"118",1260,"Pier 1  -  Port’s administrative offices.","190 The Embarcadero",94105,"Own",46,"Port",151563,-122.393415781,37.797842575,"POINT (-122.39341578099999 37.797842575000004)"
"119",772,"Gateway High / KIPP San Francisco Bay Academy","1430 Scott St",94115,"Own",16,"School District (Sfusd)",143237,-122.437496981,37.783151007,"POINT (-122.43749698099998 37.783151007000015)"
"120",783,"George Peabody Elementary","251 06th Ave",94118,"Own",16,"School District (Sfusd)",16229,-122.465024613,37.783854467,"POINT (-122.46502461300003 37.783854467000026)"
"121",2014,"Pier 80 - Office Bldg #2","271 Cesar Chavez St",94124,"Own",46,"Port",1406,-122.381395615,37.748940176,"POINT (-122.38139561499997 37.74894017600002)"
"122",1078,"McLaren Lodge Annex","501 Stanyan St",94117,"Own",49,"Recreation And Parks",12288,-122.454949852,37.772305087,"POINT (-122.45494985200003 37.77230508700001)"
"123",1668,"Strybing Nursery","1199 09th Ave",94117,"Own",49,"Recreation And Parks",22842,-122.471223511,37.766151095,"POINT (-122.471223511 37.766151095)"
"124",3254,"Hayes Valley Venue","455 Fell St",94102,"Own",63,"Gsa - Real Estate Division",49497,-122.425375601,37.775505519,"POINT (-122.42537560099998 37.77550551899998)"
"125",563,"Harry Tracy Water Filtration","2901 Crystal Springs Rd",94066,"Own",47,"Public Utilities Commission",38870,-122.4244692,37.6020742,"POINT (-122.42446919999998 37.602074200000004)"
"126",867,"HIDDEN VALLEY RANCH SCHL BDG","600 Log Cabin Ranch Road",94020,"Own",21,"Juvenile Probation",7776,-122.25682465,37.305214093,"POINT (-122.25682465 37.30521409300002)"
"127",1029,"Lot DD Long Term Parking","806 S Airport Blvd",94128,"Own",34,"Airport (Sfo)",1005000,-122.400833669,37.634140066,"POINT (-122.40083366900001 37.634140065999986)"
"128",1360,"Pulgas Dechloramination Facility","66 Canada Rd",94062,"Own",47,"Public Utilities Commission",8000,-122.315254214,37.481957221,"POINT (-122.31525421399999 37.481957221000016)"
"129",1433,"San Francisco County Jail #5 - San Bruno Complex","1 Moreland Dr",94066,"Own",15,"Sheriff",283257,-122.459955236,37.627557953,"POINT (-122.45995523599998 37.62755795300001)"
"130",3295,"County Jail #6 - Training Facility","1 Moreland Dr",94066,"Own",15,"Sheriff",50000,-122.461244775,37.627657668,"POINT (-122.46124477500001 37.62765766799998)"
"131",970,"Kelloch/Velasco Maintenance Shed","100 Velasco Ave",94134,"Own",49,"Recreation And Parks",48,-122.412957239,37.70825467,"POINT (-122.41295723899998 37.708254669999974)"
"132",832,"H. Hetchy-Warnerville Substation/Switchyard","10501 Warnerville Rd",95361,"Own",47,"Public Utilities Commission",1835,-120.80243619,37.741594512,"POINT (-120.80243618999998 37.741594512000006)"
"133",1023,"Log Cabin Ranch Sewage Plant","500 Log Cabin Ranch Rd",94020,"Own",21,"Juvenile Probation",450,-122.256459007,37.304790526,"POINT (-122.25645900699999 37.30479052599998)"
"134",1761,"Tesla Portal / Tesla Treatment Facility","9000 Vernalis Rd",95377,"Own",47,"Public Utilities Commission",19246,-121.418167031,37.635837666,"POINT (-121.418167031 37.635837665999986)"
"135",1611,"South Forks Maintenance Yard","Groveland",95321,"Own",47,"Public Utilities Commission",2900,-119.856135769,37.881269985,"POINT (-119.85613576899999 37.88126998500002)"
"136",1024,"Log Cabin Ranch Youth Guidance","Alpine Rd",94020,"Own",21,"Juvenile Probation",80758,-122.256907228,37.304624742,"POINT (-122.25690722799999 37.30462474199999)"
"137",1864,"Wharf J-11","Hyde St Pier",94109,"Own",46,"Port",7000,-122.420000001,37.8084,"POINT (-122.420000001 37.808400000000006)"
"138",1198,"Oakdale Office/Warehouse","04th Ave Between C & D Sts",95361,"Own",47,"Public Utilities Commission",7800,-120.847538431,37.770303067,"POINT (-120.84753843099998 37.770303066999986)"
"139",1413,"Rock River Lime Facility","9855 Rock River Rd",95327,"Own",47,"Public Utilities Commission",2040,-120.514580546,37.824177156,"POINT (-120.51458054599999 37.82417715600002)"
"140",3266,"PUC Water Quality Bureau","1657 Rollins Rd",94010,"Own",47,"Public Utilities Commission",25085,-122.376063084,37.595231184,"POINT (-122.37606308400001 37.595231184)"
"141",996,"Lake Verde Pumphouse-Log Cabin","500 Log Cabin Ranch Rd",94020,"Own",21,"Juvenile Probation",450,-122.25682465,37.305214093,"POINT (-122.25682465 37.30521409300002)"
"142",999,"LAUNDRY/MEDICAL - LOG CABIN","500 Log Cabin Ranch Road",94020,"Own",21,"Juvenile Probation",2600,-122.25682465,37.305214093,"POINT (-122.25682465 37.30521409300002)"
"143",3013,"Sunol Yard","505 Paloma Way",94586,"Own",47,"Public Utilities Commission",12095,-121.884340742,37.590522061,"POINT (-121.884340742 37.590522061)"
"144",548,"County Jail #5, Jail Pharmacy","1 Moreland Drive",94066,"Own",15,"Sheriff",283257,-122.459916834,37.626853139,"POINT (-122.45991683400001 37.62685313899999)"
"145",3037,"San Antonio Pump Station / Sunol WTP","Calaveras Road",94586,"Own",47,"Public Utilities Commission",51202,-121.86044893,37.558539197,"POINT (-121.86044893000002 37.558539197000016)"
"146",873,"HOFFMAN HALL-LOG CABIN","500 Log Cabin Ranch Road",94020,"Own",21,"Juvenile Probation",7400,-122.25682465,37.305214093,"POINT (-122.25682465 37.30521409300002)"
"147",956,"Junipero Serra - Ocean Parking Lot","2500 Ocean Ave",94132,"Own",42,"Municipal Transportation Agency",7640,-122.472366035,37.731509445,"POINT (-122.472366035 37.73150944499997)"
"148",1320,"Portola Library","380 Bacon St",94112,"Own",48,"Public Library",6427,-122.406361724,37.727114209,"POINT (-122.40636172400002 37.72711420899998)"
"149",656,"Fac. 2000 - Ferry Plaza","San Francisco Ferry Bldg",94105,"Own",46,"Port",126225,-122.392368014,37.795337608,"POINT (-122.392368014 37.79533760800001)"
"150",1995,"Pier 70 - SWL 349 - Beth Street Warehouse, Bldg. #32","420 22nd St",94107,"Own",46,"Port",9306,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"151",1406,"Richmond Recreation Center","251 18th Ave",94121,"Own",49,"Recreation And Parks",18500,-122.477976768,37.783270077,"POINT (-122.47797676800002 37.783270077)"
"152",1963,"Pier 70 - Pier 68 - Beth Street Substation #2, Bldg. #50","590 20TH ST",94107,"Own",46,"Port",600,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"153",1692,"Sustainable Streets Shops","1508 Bancroft Ave",94124,"Own",42,"Municipal Transportation Agency",90000,-122.391192427,37.724901091,"POINT (-122.39119242700002 37.72490109099999)"
"154",558,"Crocker Amazon Soccer Field Grandstand","799 Moscow St",94112,"Own",49,"Recreation And Parks",23128,-122.430006274,37.713554473,"POINT (-122.430006274 37.71355447299999)"
"155",1604,"SOMA Eugene Friend Rec Center","270 06th St",94103,"Own",49,"Recreation And Parks",17680,-122.406523121,37.77879423,"POINT (-122.40652312100002 37.77879423000002)"
"156",4,"Visitacion Valley Clubhouse","251 Leland Ave",94134,"Own",49,"Recreation And Parks",2600,-122.408625756,37.712749415,"POINT (-122.40862575599999 37.71274941500002)"
"157",1901,"Pier 3 - Bulkhead/Shed Building","The Embarcadero",94109,"Own",46,"Port",24950,-122.395756882,37.797632006,"POINT (-122.395756882 37.797632006000015)"
"158",1094,"Merced Heights Clubhouse","801 Shields St",94132,"Own",49,"Recreation And Parks",1136,-122.470072304,37.71771849,"POINT (-122.47007230399998 37.71771848999998)"
"159",1734,"SWL 352 - Backlands Redevelopment","Cargo Way",94124,"Own",46,"Port",2120275,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"160",1685,"Sunset Rec Center","2201 Lawton St",94122,"Own",49,"Recreation And Parks",18825,-122.486609692,37.757041345,"POINT (-122.486609692 37.757041345000005)"
"161",1917,"Pier 39 - Underwater World","2 Beach St",94133,"Own",46,"Port",18900,-122.410352849,37.810007298,"POINT (-122.41035284899999 37.810007298000016)"
"162",1340,"Presidio Branch Library","3150 Sacramento St",94115,"Own",48,"Public Library",10205,-122.444852345,37.78891097,"POINT (-122.44485234500002 37.78891097000002)"
"163",1421,"Rose Garden Bathroom","700 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",612,-122.471324632,37.771635178,"POINT (-122.471324632 37.771635178)"
"164",1716,"SWL 303 - Alioto Fish Co,","360 Jefferson St",94133,"Own",46,"Port",7363,-122.418302051,37.80804367,"POINT (-122.41830205100001 37.80804367000002)"
"165",1045,"Main St & Mission St SFMTA Operator Bathroom","Main St & Mission St",94105,"Own",42,"Municipal Transportation Agency",68,-122.395004511,37.792019794,"POINT (-122.39500451100002 37.792019794)"
"166",1456,"Scott NRV Facility","1849 Harrison St",94112,"Own",42,"Municipal Transportation Agency",116144,-122.412937622,37.767593949,"POINT (-122.41293762200002 37.767593949)"
"167",3006,"Lincoln Park Golf Cart Bldg","300 34th Ave",94121,"Own",49,"Recreation And Parks",1920,-122.498322615,37.78425841,"POINT (-122.498322615 37.78425841000001)"
"168",798,"GGP Golf Club Restroom (westend)","970 47th Ave",94121,"Own",49,"Recreation And Parks",588,-122.506578583,37.769037662,"POINT (-122.50657858300002 37.76903766200002)"
"169",827,"Griffith Pumping Station","1601 Griffith St",94124,"Own",47,"Public Utilities Commission",20640,-122.381723018,37.724948156,"POINT (-122.381723018 37.72494815599998)"
"170",1646,"Stern Grove - Dressing Rm 4","2899 19TH AVE",94132,"Own",49,"Recreation And Parks",672,-122.479262979,37.736145532,"POINT (-122.479262979 37.73614553200002)"
"171",1665,"Structural Maintenance Office","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",1275,-122.461971344,37.768796771,"POINT (-122.461971344 37.768796770999984)"
"172",1967,"Pier 70 - Pier 68 - Building #149","590 20TH ST",94107,"Own",46,"Port",600,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"173",1981,"Pier 70 - Pier 68 - Pipe Storage Bldg #107","590 20TH ST",94107,"Own",46,"Port",2880,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"174",1123,"Mission Education Center Elementary","1670 Noe St",94131,"Own",16,"School District (Sfusd)",27000,-122.431435842,37.7422041,"POINT (-122.43143584199998 37.74220409999998)"
"175",22,"18th - Collingwood Parking Lot","4116 18th St",94114,"Own",42,"Municipal Transportation Agency",8467,-122.435541745,37.761090103,"POINT (-122.43554174500002 37.761090103000015)"
"176",2013,"Pier 80 - Entry Canopy","271 Cesar Chavez St",94124,"Own",46,"Port",11040,-122.381395615,37.748940176,"POINT (-122.38139561499997 37.74894017600002)"
"177",144,"Asphalt Plant","1801 Jerrold Ave",94124,"Own",77,"Public Works",6634,-122.393720536,37.740779722,"POINT (-122.39372053599999 37.74077972200001)"
"178",985,"Laguna Honda Hospital","375 Laguna Honda Blvd",94116,"Own",72,"Public Health",440163,-122.456652881,37.748080172,"POINT (-122.45665288100002 37.748080172000016)"
"179",623,"Dutch Windmill Pump Station","John F Kennedy Dr & Great Hwy",94117,"Own",49,"Recreation And Parks",426,-122.509168979,37.770256033,"POINT (-122.50916897899998 37.77025603300001)"
"180",1903,"Pier 31 - Bulkhead/Shed Building","1398 The Embarcadero",94133,"Own",46,"Port",95375,-122.404450012,37.806574117,"POINT (-122.40445001199998 37.806574117000025)"
"181",1713,"SWL 302 Franks Fisherman Supply","366 Jefferson St",94133,"Own",46,"Port",8183,-122.418520185,37.80800351,"POINT (-122.41852018499998 37.80800350999999)"
"182",487,"Civic Center Courthouse","400 McAllister St",94102,"Own",4,"Superior Court",231000,-122.419659954,37.780436491,"POINT (-122.419659954 37.78043649099999)"
"183",1131,"MISSION-BARTLETT Parking Garage","3255 21st St",94110,"Own",42,"Municipal Transportation Agency",113759,-122.420289654,37.756639216,"POINT (-122.42028965399999 37.756639215999996)"
"184",1305,"Playmates Nursery","2340 42nd Ave",94116,"Own",16,"School District (Sfusd)",3000,-122.500138395,37.743125021,"POINT (-122.50013839500002 37.743125021000026)"
"185",3296,"170 Otis Garage","170 Otis St",94103,"Own",52,"Human Services Agency",35000,-122.42057936,37.770626948,"POINT (-122.42057935999998 37.77062694799997)"
"186",206,"Buena Vista Park Bathrooms","Buena Vista Ave East & Haight St",94117,"Own",49,"Recreation And Parks",400,-122.439679013,37.769290364,"POINT (-122.43967901299999 37.76929036400003)"
"187",1480,"ZSFGH Garage","2500 24th St",94110,"Own",42,"Municipal Transportation Agency",480000,-122.404917037,37.753296613,"POINT (-122.40491703700002 37.753296612999975)"
"188",3243,"Lady Shaw Senior Center","1483 Mason St",94133,"Own",103,"Mayor",12615,-122.412128782,37.797091896,"POINT (-122.41212878200002 37.79709189599998)"
"189",1823,"Visitacion Valley Daycare Center","103 Tucker Ave",94134,"Own",49,"Recreation And Parks",1753,-122.406315262,37.715919709,"POINT (-122.40631526200002 37.71591970899999)"
"190",52,"San Francisco City Clinic","356 07th St",94103,"Own",72,"Public Health",8000,-122.40703355,37.775927093,"POINT (-122.40703355 37.77592709300001)"
"191",1032,"Lower Great Hwy Judah Bathrooms","1401 Great Hwy",94122,"Own",49,"Recreation And Parks",1560,-122.50956015,37.760227571,"POINT (-122.50956015000003 37.76022757099997)"
"192",908,"J.M. Woods Div-Wash/Warehouse","1095 Indiana St",94107,"Own",42,"Municipal Transportation Agency",113885,-122.390184779,37.756733075,"POINT (-122.39018477899998 37.756733075)"
"193",711,"Fire Station #29","299 Vermont St",94103,"Own",38,"Fire Department",8300,-122.404295793,37.766156471,"POINT (-122.40429579300002 37.76615647099999)"
"194",1351,"Wholesale Produce Market - South Bldg 2101","2101 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",71114,-122.399781143,37.743830231,"POINT (-122.39978114299998 37.743830231000004)"
"195",1942,"Pier 49 - Sabella & Latorre (Wharf J-1)","2809 Taylor St",94133,"Own",46,"Port",2840,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"196",1296,"Pier 96 - Office/Restroom","1000 Amador St",94124,"Own",46,"Port",1716,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"197",3047,"LRV Station-Church","Market st & Church St",94114,"Own",42,"Municipal Transportation Agency",16926,-122.429056986,37.76739702,"POINT (-122.42905698599998 37.767397019999976)"
"198",1331,"Potrero Hill Health Center","1050 Wisconsin St",94107,"Own",72,"Public Health",6500,-122.39892769,37.754009478,"POINT (-122.39892769 37.754009478)"
"199",1891,"Zellerbach Rehearsal Hall","300 Franklin St",94102,"Own",53,"War Memorial",26400,-122.421135127,37.77740875,"POINT (-122.42113512700001 37.777408750000006)"
"200",128,"Anza Branch Library","550 37th Ave",94121,"Own",48,"Public Library",8222,-122.497258095,37.778569507,"POINT (-122.497258095 37.778569506999986)"
"201",1853,"West Portal Branch Library","190 Lenox Way",94127,"Own",48,"Public Library",8536,-122.466143952,37.741370185,"POINT (-122.46614395199998 37.741370184999994)"
"202",631,"Elk Glen Pump Station","Martin Luther King  Jr Dr & 25th Ave",94117,"Own",49,"Recreation And Parks",3180,-122.482462764,37.767682432,"POINT (-122.48246276399999 37.767682432000015)"
"203",1041,"M. L. King Childcare Center","200 Cashmere St",94124,"Own",77,"Public Works",7409,-122.386054346,37.73703468,"POINT (-122.38605434599998 37.73703468000002)"
"204",852,"Harvey Milk Civil Rights Academy","4235 19th St",94114,"Own",16,"School District (Sfusd)",30560,-122.436455121,37.758979677,"POINT (-122.436455121 37.75897967700001)"
"205",1793,"Ulloa Elementary","2650 42nd Ave",94116,"Own",16,"School District (Sfusd)",53000,-122.499388547,37.737330348,"POINT (-122.49938854700002 37.737330348)"
"206",3302,"1 Ave of the Palms Building","1 Ave of the Palms",94130,"Own",114,"Treasure Island Development Authority",4052,-122.370871463,37.81721268,"POINT (-122.37087146300001 37.81721268000001)"
"207",955,"June Jordan High","325 La Grande Ave",94112,"Own",16,"School District (Sfusd)",151600,-122.425252762,37.719240499,"POINT (-122.42525276200001 37.71924049900002)"
"208",1369,"Randall Museum","199 Museum Way",94114,"Own",49,"Recreation And Parks",32030,-122.438147758,37.764423238,"POINT (-122.43814775800001 37.764423238000006)"
"209",31,"2275 | Pier 27 Adm/Pier 29 Annex","Pier 27",94111,"Own",46,"Port",11800,-122.401081639,37.805332873,"POINT (-122.40108163899998 37.805332873)"
"210",1246,"Parkside Branch Library","1200 Taraval St",94116,"Own",48,"Public Library",6890,-122.479345064,37.743162358,"POINT (-122.47934506399997 37.743162358000006)"
"211",20,"1715 Yosemite Ave","1715 Yosemite Ave",94124,"Own",63,"Gsa - Real Estate Division",2495,-122.394060236,37.727899245,"POINT (-122.39406023599997 37.727899245)"
"212",602,"DPW-BUF Trailer","2323 Cesar Chavez St",94124,"Own",77,"Public Works",3375,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"213",1898,"Pier 28 1/2 - Hidive Restaurant","The Embarcadero",94105,"Own",46,"Port",1307,-122.387444593,37.787474156,"POINT (-122.387444593 37.78747415599997)"
"214",952,"Judah Substaion","2710 Judah St",94122,"Own",42,"Municipal Transportation Agency",2495,-122.491220213,37.761320235,"POINT (-122.49122021300002 37.76132023500003)"
"215",803,"GGP Nursery","100 Martin Luther King Jr Dr",94122,"Own",49,"Recreation And Parks",5016,-122.461589119,37.767527607,"POINT (-122.461589119 37.76752760699998)"
"216",1806,"Urban Forestry Center Weight Room","2323 Cesar Chavez St",94124,"Own",77,"Public Works",308,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"217",1954,"Pier 54 - Shed Building","569 Terry A Francois Blvd",94158,"Own",46,"Port",24636,-122.384474581,37.769992244,"POINT (-122.384474581 37.76999224399998)"
"218",34,"24th - Noe Parking Lot","4061 24th St",94114,"Own",42,"Municipal Transportation Agency",5500,-122.433105966,37.751107783,"POINT (-122.43310596600003 37.75110778300001)"
"219",974,"Kezar Stadium Maintenance Facility","755 Stanyan St",94117,"Own",49,"Recreation And Parks",40464,-122.454446879,37.767332354,"POINT (-122.45444687899999 37.76733235400002)"
"220",33,"24th - Capp Parking Lot","1 Lilac St",94110,"Own",42,"Municipal Transportation Agency",6600,-122.417650771,37.752099313,"POINT (-122.41765077100001 37.752099312999974)"
"221",2022,"Pier 90 - Storage Bldg","Cargo Way",94124,"Own",46,"Port",468,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"222",897,"Ingleside Police Station","1 Sergeant John V Young St",94112,"Own",45,"Police Department",18500,-122.446251045,37.724770134,"POINT (-122.446251045 37.72477013399998)"
"223",1300,"Pierce St Parking Garage","3252 Pierce St",94123,"Own",42,"Municipal Transportation Agency",38150,-122.439144205,37.800025192,"POINT (-122.43914420499999 37.80002519200002)"
"224",1038,"LRV Station-The Embarcadero","202 Market St",94105,"Own",42,"Municipal Transportation Agency",14140,-122.396396298,37.793184265,"POINT (-122.39639629800001 37.79318426499998)"
"225",808,"Glen Park Branch Library","2825 Diamond St",94131,"Own",48,"Public Library",7185,-122.433833155,37.733980204,"POINT (-122.433833155 37.73398020399998)"
"226",3015,"Rossi maintenance facility 1","600 Arguello Blvd",94118,"Own",49,"Recreation And Parks",1200,-122.457066842,37.779312189,"POINT (-122.45706684200002 37.779312188999995)"
"227",1011,"Lincoln Park Golf Course Clubhouse","300 34th Ave",94121,"Own",49,"Recreation And Parks",2000,-122.494328121,37.782263541,"POINT (-122.49432812100002 37.78226354100002)"
"228",912,"Jackson Maintenance Facilities","1645 17th St",94107,"Own",49,"Recreation And Parks",1200,-122.400397802,37.764765698,"POINT (-122.40039780199999 37.76476569800002)"
"229",1077,"McLaren Lodge","501 Stanyan St",94117,"Own",49,"Recreation And Parks",4964,-122.454503071,37.772176089,"POINT (-122.45450307099998 37.77217608900003)"
"230",1312,"Police Stables Shed","1475 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",400,-122.495377083,37.768936312,"POINT (-122.495377083 37.768936311999994)"
"231",74,"7th Ave & California St SFMTA Operator Bathroom","4439 California St",94118,"Own",42,"Municipal Transportation Agency",75,-122.465268061,37.784815451,"POINT (-122.46526806100002 37.784815450999986)"
"232",1136,"Monroe Elementary","260 Madrid St",94112,"Own",16,"School District (Sfusd)",53400,-122.430476495,37.72564249,"POINT (-122.430476495 37.725642489999984)"
"233",1989,"Pier 70 - Pier 68 - Yard Washroom, Bldg. #110","590 20TH ST",94107,"Own",46,"Port",3925,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"234",1355,"Public Defender's Office","555 7th St",94103,"Own",63,"Gsa - Real Estate Division",50064,-122.403968656,37.77389542,"POINT (-122.40396865600002 37.773895419999974)"
"235",1277,"Pier 22 ½  - SFFD.  Firehouse.","48 The Embarcadero",94105,"Own",46,"Port",4960,-122.388440069,37.790221026,"POINT (-122.38844006900001 37.79022102599998)"
"236",1729,"SWL 319 Fog City Diner","1300 Battery St",94111,"Own",46,"Port",4644,-122.401859183,37.803487033,"POINT (-122.401859183 37.80348703300001)"
