"","facility_id","common_name","address","zip_code","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","geom"
"394",992,"Lake Merced Boathouse","1 Harding Rd",94132,"Own",49,"Recreation And Parks",8100,-122.499675272,37.725589068,"POINT (-122.49967527199999 37.72558906799998)"
"395",973,"Kezar Stadium","755 Stanyan St",94117,"Own",49,"Recreation And Parks",5000,-122.455979468,37.766891793,"POINT (-122.45597946800001 37.76689179300001)"
"396",460,"Charlie Sava Community Pool","2695 19th Ave",94116,"Own",49,"Recreation And Parks",12900,-122.475698052,37.737787236,"POINT (-122.47569805199998 37.737787235999974)"
"397",615,"Dr William Cobb Elementary","2725 California St",94115,"Own",16,"School District (Sfusd)",36246,-122.439626576,37.787701836,"POINT (-122.43962657600002 37.787701836)"
"398",855,"Western Addition Community Technology Center","1003 Turk St",94102,"Own",49,"Recreation And Parks",4500,-122.425605996,37.781139332,"POINT (-122.425605996 37.78113933200001)"
"399",576,"Davies Symphony Hall","201 Van Ness Ave",94102,"Own",53,"War Memorial",203500,-122.420476892,37.777670151,"POINT (-122.42047689200001 37.777670150999995)"
"400",1476,"Sewage Pumping Station","Drumm St & Washington St",94111,"Own",47,"Public Utilities Commission",4500,-122.397179373,37.796184439,"POINT (-122.39717937299997 37.796184439)"
"401",522,"Conservatory of Flowers","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",27900,-122.460208187,37.772642519,"POINT (-122.46020818699998 37.77264251899999)"
"402",1013,"Lincoln Park Maintenance Buildings","300 34th Ave",94121,"Own",49,"Recreation And Parks",1125,-122.498322615,37.78425841,"POINT (-122.498322615 37.78425841000001)"
"403",1858,"Western Addition Branch Library","1550 Scott St",94115,"Own",48,"Public Library",8000,-122.437489303,37.784118524,"POINT (-122.437489303 37.78411852400001)"
"404",1669,"Strybing Pump Stn","Lincoln Way and 09th Ave",94117,"Own",49,"Recreation And Parks",702,-122.466941922,37.766102008,"POINT (-122.46694192199999 37.76610200800002)"
"405",88,"A P Giannini Middle","3151 Ortega St",94116,"Own",16,"School District (Sfusd)",136392,-122.497214202,37.750615917,"POINT (-122.49721420200001 37.750615917000005)"
"406",3328,"772 Pacific Ave","772 Pacific Ave",94133,"Own",63,"Gsa - Real Estate Division",13271,-122.407983665,37.79690711,"POINT (-122.40798366500002 37.79690711000001)"
"407",152,"Balboa Substation","682 32nd Ave",94121,"Own",42,"Municipal Transportation Agency",1350,-122.491762425,37.776320065,"POINT (-122.49176242499999 37.77632006499999)"
"408",2009,"Pier 70 - SWL 349 Traffic Dept. Shed - Bldg #66","420 22nd St",94107,"Own",46,"Port",22116,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"409",3298,"Life Learning Academy High School","651 8th TI St",94130,"Own",16,"School District (Sfusd)",20723,-122.369074098,37.824924625,"POINT (-122.369074098 37.824924624999994)"
"410",126,"Animal Care and Control, ACC","1200 15th St",94103,"Own",67,"Gsa - Animal Care And Control",30000,-122.412973548,37.7670877,"POINT (-122.41297354800002 37.76708769999999)"
"411",1584,"Sheridan Elementary","431 Capitol Ave",94112,"Own",16,"School District (Sfusd)",46335,-122.459629415,37.714475987,"POINT (-122.459629415 37.714475987000014)"
"412",1628,"St Francis Yacht Club","99 Yacht Rd",94123,"Own",49,"Recreation And Parks",46500,-122.446401953,37.807237239,"POINT (-122.44640195300002 37.80723723900002)"
"413",2000,"Pier 70 - SWL 349 - Foundry, Bldg. #116","420 22nd St",94107,"Own",46,"Port",17400,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"414",3043,"LRV Station-Castro","Castro St & 17th St",94114,"Own",42,"Municipal Transportation Agency",15942,-122.43555412,37.762434812,"POINT (-122.43555412 37.76243481199998)"
"415",717,"Fire Station #36","109 Oak St",94102,"Own",38,"Fire Department",16100,-122.42121128,37.774932406,"POINT (-122.42121128000002 37.774932406000005)"
"416",648,"Eureka Valley Branch Library/ Harvey Milk Memorial Branch Library","1 Jose Sarria Ct",94114,"Own",48,"Public Library",6465,-122.431881717,37.76406037,"POINT (-122.43188171700001 37.76406036999998)"
"417",766,"Glen Park Substation","3600 Mission St",94110,"Own",42,"Municipal Transportation Agency",15950,-122.423913873,37.739682237,"POINT (-122.423913873 37.73968223700001)"
"418",1658,"Stow Lake Restrooms","50 Stow Lake Dr",94117,"Own",49,"Recreation And Parks",721,-122.476891592,37.771006851,"POINT (-122.47689159200002 37.77100685099998)"
"419",1108,"Minnie & Lovie Ward Rec Center","650 Capitol Ave",94112,"Own",49,"Recreation And Parks",18565,-122.458175629,37.716269644,"POINT (-122.45817562899998 37.71626964400002)"
"420",833,"H. WELTON FLYNN DIV.","1940 Harrison St",94103,"Own",42,"Municipal Transportation Agency",268872,-122.414312377,37.766202315,"POINT (-122.41431237699999 37.76620231499999)"
"421",1443,"San Miguel CDC","300 Seneca Ave",94112,"Own",16,"School District (Sfusd)",52545,-122.444858017,37.721491334,"POINT (-122.444858017 37.72149133400001)"
"422",1852,"West Portal Parking Lot","174 West Portal Ave",94127,"Own",42,"Municipal Transportation Agency",6237,-122.468122479,37.739168966,"POINT (-122.46812247899999 37.73916896600002)"
"423",507,"Commodore Stockton CDC","1 Trenton St",94108,"Own",16,"School District (Sfusd)",21255,-122.409086414,37.795045281,"POINT (-122.409086414 37.795045281)"
"424",592,"Downtown Substation","79 Stevenson St",94105,"Own",42,"Municipal Transportation Agency",4644,-122.400096703,37.789259216,"POINT (-122.40009670299997 37.789259216000005)"
"425",1718,"SWL 303 - Cioppinos/(Hoppe)","400 Jefferson St",94133,"Own",46,"Port",11442,-122.419294425,37.807966813,"POINT (-122.41929442499998 37.80796681300001)"
"426",894,"ILLINOIS SUBSTATION","555 Illinois St",94158,"Own",46,"Port",1500,-122.387813532,37.765316458,"POINT (-122.387813532 37.76531645799997)"
"427",730,"Fire Station #6","135 Sanchez St",94114,"Own",38,"Fire Department",13500,-122.430874155,37.767078707,"POINT (-122.43087415500003 37.767078706999996)"
"428",692,"Fire Station #10","655 Presidio Ave",94115,"Own",38,"Fire Department",14300,-122.446723289,37.785625258,"POINT (-122.44672328899998 37.78562525799998)"
"429",1404,"Richmond Branch Library","351 09th Ave",94118,"Own",48,"Public Library",13900,-122.468099204,37.781844245,"POINT (-122.468099204 37.781844245)"
"430",1803,"Upper Noe Rec Center building","295 Day St",94131,"Own",49,"Recreation And Parks",24150,-122.428373351,37.742332658,"POINT (-122.428373351 37.74233265800001)"
"431",1785,"Treat Street Building","745 Treat Ave",94110,"Own",49,"Recreation And Parks",10336,-122.413384594,37.758181145,"POINT (-122.41338459399998 37.75818114499998)"
"432",3280,"370 Linden - Parcel K","370 Linden St",94102,"Own",63,"Gsa - Real Estate Division",11430,-122.424061964,37.776481903,"POINT (-122.42406196399997 37.77648190299999)"
"433",953,"JUDAH LOOP SFMTA Operator Bathroom","Judah St & La Playa",94122,"Own",42,"Municipal Transportation Agency",150,-122.508979779,37.760156302,"POINT (-122.50897977900001 37.760156301999984)"
"434",796,"GGP Golf Club and Restaurant","970 47th Ave",94121,"Own",49,"Recreation And Parks",1450,-122.506578583,37.769037662,"POINT (-122.50657858300002 37.76903766200002)"
"435",1048,"Malcolm X Elementary","350 Harbor Rd",94124,"Own",16,"School District (Sfusd)",50800,-122.380953703,37.73415421,"POINT (-122.38095370299999 37.734154209999986)"
"436",1678,"Sunnyside Elementary","250 Foerster St",94112,"Own",16,"School District (Sfusd)",30900,-122.448233626,37.730287839,"POINT (-122.44823362599999 37.73028783900003)"
"437",26,"One South Van Ness","1 South Van Ness Ave",94103,"Own",63,"Gsa - Real Estate Division",639220,-122.418797792,37.774691202,"POINT (-122.41879779200002 37.774691201999985)"
"438",936,"Jefferson Early Education","1350 25th Ave",94122,"Own",16,"School District (Sfusd)",2400,-122.483167248,37.762319943,"POINT (-122.48316724799997 37.76231994300002)"
"439",447,"West Portal Playground and SFMTA Central Control","131 Lenox Way",94127,"Own",42,"Municipal Transportation Agency",3375,-122.465322054,37.741731486,"POINT (-122.46532205400001 37.74173148599999)"
"440",83,"8th - Clement Parking Lot","324 8th Ave",94118,"Own",42,"Municipal Transportation Agency",10720,-122.466042913,37.782453212,"POINT (-122.46604291300002 37.78245321200001)"
"441",530,"Copra Crane","1698 Indiana St",94124,"Own",47,"Public Utilities Commission",2000,-122.390439676,37.747501892,"POINT (-122.39043967600003 37.747501892)"
"442",1287,"Pier 26 - Bulkhead/Shed","The Embarcadero",94105,"Own",46,"Port",128834,-122.386495495,37.78922362,"POINT (-122.38649549500002 37.78922361999997)"
"443",1419,"Rosa Parks Elementary / Raphael Weill CDC","1501 OFarrell St",94115,"Own",16,"School District (Sfusd)",66900,-122.43001154,37.783493403,"POINT (-122.43001154000001 37.78349340300002)"
"444",1975,"Pier 70 - Pier 68 - Office Bldg Annex to #101, Bldg. #40","590 20TH ST",94107,"Own",46,"Port",11800,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"445",277,"Materials Management Warehouse","1570-1580 Burke Ave",94124,"Own",42,"Municipal Transportation Agency",103231,-122.385900693,37.744686259,"POINT (-122.385900693 37.74468625899999)"
"446",1632,"St Mary's RC Maintenance Shed","95 Justin Dr",94110,"Own",49,"Recreation And Parks",1200,-122.420658026,37.733669798,"POINT (-122.42065802600001 37.733669797999994)"
"447",2062,"New Traditions Elementary","2049 Grove St",94117,"Own",16,"School District (Sfusd)",26300,-122.450266898,37.773885428,"POINT (-122.450266898 37.77388542800003)"
"448",1750,"Tenderloin Station","301 Eddy St",94102,"Own",45,"Police Department",27500,-122.41290674,37.783645648,"POINT (-122.41290673999998 37.783645648000004)"
"449",594,"Downtown High","693 Vermont St",94107,"Own",16,"School District (Sfusd)",58760,-122.403875454,37.761363305,"POINT (-122.403875454 37.761363304999975)"
"450",764,"Galileo High","1150 Francisco St",94109,"Own",16,"School District (Sfusd)",242400,-122.424479269,37.803748346,"POINT (-122.42447926900002 37.80374834600002)"
"451",79,"7th & Irving Parking Lot","1340 7th Ave",94122,"Own",16,"School District (Sfusd)",27444,-122.463829085,37.763560486,"POINT (-122.46382908499999 37.76356048600002)"
"452",986,"Laguna Honda - North Residence","375 Laguna Honda Blvd",94116,"Own",72,"Public Health",208377,-122.456524261,37.750042374,"POINT (-122.45652426100003 37.750042373999975)"
"453",3010,"Mission High","3750 18th St",94114,"Own",16,"School District (Sfusd)",225000,-122.427112676,37.761774299,"POINT (-122.42711267599998 37.761774299000024)"
"454",367,"Cabrillo Clubhouse","858 38th Ave",94121,"Own",49,"Recreation And Parks",1420,-122.49847353,37.773094097,"POINT (-122.49847353000001 37.77309409700001)"
"455",1057,"Marina Middle","3500 Fillmore St",94123,"Own",16,"School District (Sfusd)",152900,-122.436046866,37.801679935,"POINT (-122.43604686600003 37.80167993499998)"
"456",1752,"Tennis & Pro Shop","Nancy Pelosi Dr & Bowling Green Dr",94117,"Own",49,"Recreation And Parks",1500,-122.459741466,37.76982961,"POINT (-122.45974146600003 37.76982960999999)"
"457",1953,"Pier 54 - Oil Shed","569 Terry A Francois Blvd",94158,"Own",46,"Port",798,-122.384474581,37.769992244,"POINT (-122.384474581 37.76999224399998)"
"458",629,"El Dorado Elementary","70 Delta St",94134,"Own",16,"School District (Sfusd)",30300,-122.407296073,37.718421983,"POINT (-122.407296073 37.718421982999985)"
"459",733,"Fire Station #8","36 Bluxome St",94107,"Own",38,"Fire Department",8000,-122.396710093,37.777305644,"POINT (-122.39671009300002 37.77730564400002)"
"460",1703,"SWL 302 - Castagnola/Storage Bldg","286 Jefferson St",94133,"Own",46,"Port",1721,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"461",1973,"Pier 70 - Pier 68 - near checkhouse #2, Building #51","590 20TH ST",94107,"Own",46,"Port",400,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"462",761,"Fulton Storage Shed","855 27th Ave",94121,"Own",49,"Recreation And Parks",38,-122.487322308,37.773547956,"POINT (-122.48732230799999 37.773547956000016)"
"463",967,"KEITH SUBSTATION","3400 Keith St",94124,"Own",42,"Municipal Transportation Agency",1650,-122.398526429,37.719592566,"POINT (-122.39852642900001 37.71959256600002)"
"464",89,"Arboretum Bookstore","1199 09TH AVE",94122,"Own",49,"Recreation And Parks",170,-122.470377949,37.768998271,"POINT (-122.47037794900001 37.76899827099999)"
"465",1336,"Powell St. Railroad Station","Fulton St & 07th Ave",94117,"Own",49,"Recreation And Parks",26751,-122.464794956,37.773326548,"POINT (-122.46479495599999 37.773326548)"
"466",1178,"Murphy Windmill Pump Station","Martin Luther King Dr & Lincoln Way",94117,"Own",49,"Recreation And Parks",500,-122.508430946,37.765168588,"POINT (-122.50843094599998 37.765168587999995)"
"467",945,"John Muir Elementary","380 Webster St",94117,"Own",16,"School District (Sfusd)",53500,-122.428787224,37.773723696,"POINT (-122.42878722400002 37.77372369599999)"
"468",17,"16th - Hoff Parking Garage","42 Hoff St",94110,"Own",42,"Municipal Transportation Agency",17284,-122.420642415,37.764396202,"POINT (-122.42064241499997 37.764396202)"
"469",1920,"Pier 40 1/2 - Java House","89 King St",94107,"Own",46,"Port",1104,-122.387611636,37.779935517,"POINT (-122.38761163599997 37.77993551700001)"
"470",1353,"Wholesale Produce Market - South Bldg M","1901 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",60232,-122.396275141,37.742048142,"POINT (-122.39627514099999 37.74204814199999)"
"471",1444,"Sanchez Elementary","325 Sanchez St",94114,"Own",16,"School District (Sfusd)",50500,-122.430500027,37.763460073,"POINT (-122.430500027 37.763460072999976)"
"472",1326,"Potrero Branch Library","1616 20th St",94107,"Own",48,"Public Library",6410,-122.397664101,37.76013594,"POINT (-122.39766410099998 37.76013594)"
"473",1039,"LRV Station-Van Ness","1515 Market St",94103,"Own",42,"Municipal Transportation Agency",18596,-122.419270681,37.775147656,"POINT (-122.419270681 37.775147656)"
"474",728,"Fire Station #48","800 Avenue I",94130,"Own",38,"Fire Department",18000,-122.369210982,37.826668301,"POINT (-122.36921098200003 37.826668300999984)"
"475",471,"Chinese Pavilion","50 Stow Lake Dr",94117,"Own",49,"Recreation And Parks",1508,-122.473613671,37.768383707,"POINT (-122.47361367100001 37.768383707)"
"476",712,"Fire Station #3","1067 Post St",94109,"Own",38,"Fire Department",8000,-122.419320984,37.786641204,"POINT (-122.41932098400002 37.78664120399998)"
"477",1974,"Pier 70 - Pier 68 - Office Bldg (#127)","590 20TH ST",94107,"Own",46,"Port",2304,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"478",582,"Emergency Operations Center","1011 Turk St",94102,"Own",92,"Emergency Management",56000,-122.426087317,37.78110376,"POINT (-122.426087317 37.78110376000001)"
"479",705,"Fire Station #22","1290 16th Ave",94122,"Own",38,"Fire Department",5900,-122.473687117,37.763930368,"POINT (-122.473687117 37.76393036799999)"
"480",1119,"Mission CDC","2950 Mission St",94110,"Own",16,"School District (Sfusd)",4100,-122.418556939,37.749819168,"POINT (-122.41855693899998 37.74981916799999)"
"481",2016,"Pier 80 Office Bldg #1","271 Cesar Chavez St",94124,"Own",46,"Port",1406,-122.381395615,37.748940176,"POINT (-122.38139561499997 37.74894017600002)"
"482",1921,"Pier 40 1/2 (S Beach Harbor Wharf)","89 King St",94107,"Own",46,"Port",58308,-122.387611636,37.779935517,"POINT (-122.38761163599997 37.77993551700001)"
"483",3001,"Coffman Community Pool","1701 Visitacion Ave",94134,"Own",49,"Recreation And Parks",2289,-122.415814629,37.713259078,"POINT (-122.41581462900001 37.71325907800002)"
"484",1888,"Bessie Smith Nursery & School","95 Gough St",94102,"Own",16,"School District (Sfusd)",3700,-122.422616624,37.773766259,"POINT (-122.422616624 37.77376625900001)"
"485",1818,"Vicente Maintenance Facility","Great Hwy & Vicente St",94122,"Own",49,"Recreation And Parks",122,-122.506644814,37.73822732,"POINT (-122.50664481400003 37.73822732000002)"
"486",891,"Hyde Street Pier","2905 Hyde St",94109,"Own",46,"Port",18689,-122.420981748,37.808794608,"POINT (-122.42098174799997 37.80879460800003)"
"487",3315,"450 6th St","450 6th St",94103,"Own",63,"Gsa - Real Estate Division",5998,-122.403332817,37.776430845,"POINT (-122.40333281699998 37.77643084499999)"
"488",1987,"Pier 70 - Pier 68 - Substation #7 (bldg #68)","590 20TH ST",94107,"Own",46,"Port",1440,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"489",768,"Garfield Square Clubhouse","3100 26th St",94110,"Own",49,"Recreation And Parks",2320,-122.411986041,37.749936292,"POINT (-122.41198604099998 37.74993629199997)"
"490",1109,"Miraloma Clubhouse","25 Omar Way",94127,"Own",49,"Recreation And Parks",1352,-122.449410894,37.73916391,"POINT (-122.44941089399998 37.73916391)"
"491",1247,"Parkside Square Bathrooms","2680 28th Ave",94116,"Own",49,"Recreation And Parks",312,-122.483757764,37.738344865,"POINT (-122.48375776400002 37.73834486499999)"
"492",1248,"Parque Ninos Unidos Clubhouse","990 Treat Ave",94110,"Own",49,"Recreation And Parks",2414,-122.413933558,37.754262314,"POINT (-122.413933558 37.754262314000016)"
"493",1727,"SWL 318 Roundhouse Two","10 Lombard St",94111,"Own",46,"Port",27340,-122.402939246,37.804234679,"POINT (-122.40293924600002 37.80423467899999)"
"494",536,"CORP. YARD MAIN OFFICE/SHOP*","501 Stanyan St",94117,"Own",49,"Recreation And Parks",1275,-122.460367392,37.768700779,"POINT (-122.46036739200002 37.76870077900003)"
"495",1991,"Pier 70 - SWL 345 - Kneass Boatworks, Main Office/boat storage","420 22nd St",94107,"Own",46,"Port",1,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"496",495,"Claremont - Ulloa Parking Lot","807 Ulloa St",94127,"Own",42,"Municipal Transportation Agency",12900,-122.465398724,37.740312755,"POINT (-122.46539872400001 37.74031275499999)"
"497",388,"Carousel Maint Bldg","320 Bowling Green Dr",94117,"Own",49,"Recreation And Parks",341,-122.458230344,37.767726489,"POINT (-122.45823034400001 37.76772648899998)"
"498",1295,"Pier 96 - Maintenance Building","1000 Amador St",94124,"Own",46,"Port",25320,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"499",1855,"West Portal Elementary","5 Lenox Way",94127,"Own",16,"School District (Sfusd)",44700,-122.464388982,37.742816064,"POINT (-122.464388982 37.74281606400001)"
"500",1657,"Stow Lake Boathouse","50 Stow Lake Dr",94117,"Own",49,"Recreation And Parks",3926,-122.477076598,37.770613649,"POINT (-122.477076598 37.77061364899998)"
"501",204,"Buena Vista / Horace Mann","3351 23rd St",94110,"Own",16,"School District (Sfusd)",68000,-122.420297049,37.753072851,"POINT (-122.420297049 37.75307285100001)"
"502",849,"Harding Park Storage Bldg","99 Harding Rd",94132,"Own",49,"Recreation And Parks",576,-122.486252515,37.718016032,"POINT (-122.48625251499999 37.71801603199998)"
"503",779,"GENEVA AVE./MUNICH SFMTA Operator Bathroom","1380 Geneva Ave",94112,"Own",42,"Municipal Transportation Agency",75,-122.433275606,37.712902002,"POINT (-122.433275606 37.71290200200002)"
"504",811,"Glen Park Rec Center","70 Elk St",94131,"Own",49,"Recreation And Parks",15200,-122.44084569,37.737134828,"POINT (-122.44084569 37.73713482800002)"
"505",1366,"North Deep Well Pump Station","Fulton St & Chain of Lakes Dr",94117,"Own",49,"Recreation And Parks",500,-122.505905531,37.771245031,"POINT (-122.505905531 37.77124503099998)"
"506",649,"Eureka Valley Rec Center","100 Collingwood St",94114,"Own",49,"Recreation And Parks",16250,-122.436412404,37.760170793,"POINT (-122.43641240400001 37.760170792999986)"
"507",756,"Frank McCoppin Elementary","651 06th Ave",94118,"Own",16,"School District (Sfusd)",32700,-122.464232034,37.776304678,"POINT (-122.46423203400002 37.776304677999974)"
"508",831,"Guadalupe Elementary","859 Prague St",94112,"Own",16,"School District (Sfusd)",40777,-122.434499725,37.710134562,"POINT (-122.43449972500002 37.71013456200001)"
"509",513,"Conservatory Bathroom","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",690,-122.460140814,37.773141949,"POINT (-122.460140814 37.77314194899998)"
"510",1352,"Wholesale Produce Market - South Bldg K","2035 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",41231,-122.398056889,37.743065157,"POINT (-122.39805688899997 37.74306515699999)"
"511",1182,"Next Door Shelter","1001 Polk St",94109,"Own",45,"Police Department",37125,-122.420049045,37.786116452,"POINT (-122.42004904499998 37.78611645199999)"
"512",108,"Alamo Square Bathrooms","1081 Fulton St",94117,"Own",49,"Recreation And Parks",500,-122.434337645,37.776069505,"POINT (-122.43433764500003 37.77606950500001)"
"513",1944,"Pier 49 - The Crab Station (Wharf J-1)","2803 Taylor St",94133,"Own",46,"Port",480,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"514",1065,"Masonry Shop","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",483,-122.462370103,37.768661349,"POINT (-122.46237010300001 37.76866134900001)"
"515",168,"Bay View Bathrooms","5701 03rd St",94124,"Own",49,"Recreation And Parks",500,-122.393033162,37.725558684,"POINT (-122.393033162 37.72555868400002)"
"516",758,"Franklin Square Maint Facilities","2500 17th St",94110,"Own",49,"Recreation And Parks",1200,-122.408448592,37.765350878,"POINT (-122.40844859200001 37.76535087799999)"
"517",963,"Juvenile Justice Center","375 Woodside Ave",94127,"Own",21,"Juvenile Probation",82551,-122.452747264,37.746095555,"POINT (-122.45274726399998 37.74609555500001)"
"518",1694,"Sutro Elementary","235 12th Ave",94118,"Own",16,"School District (Sfusd)",32860,-122.471451607,37.783603441,"POINT (-122.471451607 37.783603441000025)"
"519",719,"Fire Station #38","2150 California St",94115,"Own",38,"Fire Department",13400,-122.429880214,37.789718675,"POINT (-122.42988021399998 37.78971867500002)"
"520",38,"25TH ST/POTRERO AVE SFMTA Operator Bathroom","25th St & Potrero Ave",94110,"Own",42,"Municipal Transportation Agency",95,-122.406407975,37.751419965,"POINT (-122.40640797499998 37.751419965000025)"
"521",139,"Bureau of Fire Investigation","1275 3rd St",94158,"Own",38,"Fire Department",60000,-122.389375556,37.772271403,"POINT (-122.389375556 37.77227140299999)"
"522",1714,"SWL 302 Substructure (Wharf J-9)","Pier 47",94133,"Own",46,"Port",26427,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"523",1650,"Trocadero Clubhouse","2899 19th Ave",94116,"Own",49,"Recreation And Parks",4226,-122.477981483,37.736184336,"POINT (-122.47798148300001 37.73618433600001)"
"524",1010,"Leonard R Flynn Elementary","3125 Cesar Chavez St",94110,"Own",16,"School District (Sfusd)",52700,-122.411965332,37.747737592,"POINT (-122.41196533200002 37.74773759200002)"
"525",1141,"Moscone Esplanade Ballroom","747 Howard St",94103,"Own",80,"Gsa - Convention Facilities Management",126000,-122.399986108,37.78376808,"POINT (-122.39998610800001 37.783768080000016)"
"526",3281,"424 Octavia - Parcel L","424 Octavia St",94102,"Own",63,"Gsa - Real Estate Division",13595,-122.424115863,37.776106629,"POINT (-122.424115863 37.776106629000026)"
"527",11,"Bayview Opera House","4705 03rd St",94124,"Own",35,"Arts Commission",14000,-122.390205184,37.735157075,"POINT (-122.39020518400002 37.73515707500002)"
"528",183,"Bessie Carmichael / Filipino Education Ctr (6-8)","824 Harrison St",94107,"Own",16,"School District (Sfusd)",13654,-122.40047916,37.780554883,"POINT (-122.40047915999997 37.78055488299998)"
"529",1701,"SWL 302 - Alioto Fish Co.","440 Jefferson St",94133,"Own",46,"Port",15820,-122.419856047,37.807916182,"POINT (-122.419856047 37.807916181999985)"
"530",1054,"Marina Green Bathrooms East","150 Marina Blvd",94123,"Own",49,"Recreation And Parks",500,-122.434539797,37.806465921,"POINT (-122.43453979700001 37.80646592099998)"
"531",198,"Brooks Hall","30 Dr Carlton B Goodlett Pl",94102,"Own",63,"Gsa - Real Estate Division",114789,-122.417954464,37.779079852,"POINT (-122.41795446399999 37.779079851999995)"
"532",806,"Gilman Clubhouse","993 Gilman Ave",94124,"Own",49,"Recreation And Parks",1308,-122.38833114,37.716828649,"POINT (-122.38833113999999 37.71682864899998)"
"533",846,"Harding Park Equipment Storage","99 Harding Rd",94132,"Own",49,"Recreation And Parks",2280,-122.48548696,37.718999875,"POINT (-122.48548696 37.71899987500001)"
"534",1996,"Pier 70 - SWL 349 - Beth Street Washroom & Locker, Bldg. #24","420 22nd St",94107,"Own",46,"Port",3432,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"535",1072,"Matthew Boxer Stadium","100 Sergeant John V Young St",94112,"Own",49,"Recreation And Parks",2281,-122.445036601,37.726101512,"POINT (-122.44503660100003 37.726101512000014)"
"536",966,"KEARNY ST/THE EMBARCADERO SFMTA Operator Bathroom","2099 Kearny St",94133,"Own",77,"Public Works",75,-122.40739935,37.8071524,"POINT (-122.40739934999999 37.80715240000001)"
"537",1969,"Pier 70 - Pier 68 - Checkhouse #1, Bldg. #122","590 20TH ST",94107,"Own",46,"Port",1,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"538",1026,"Longfellow Elementary","755 Morse St",94112,"Own",16,"School District (Sfusd)",40500,-122.447126164,37.710234817,"POINT (-122.447126164 37.710234817000014)"
"539",125,"Anglers Lodge Parking Lot Trailer","Angler's Lodge",94121,"Own",49,"Recreation And Parks",1440,-122.496248851,37.768147153,"POINT (-122.49624885100002 37.76814715299997)"
"540",671,"Fairmount Elementary","65 Chenery St",94131,"Own",16,"School District (Sfusd)",60960,-122.425008989,37.740459576,"POINT (-122.42500898899999 37.74045957599998)"
"541",706,"Fire Station #23","1348 45th Ave",94122,"Own",38,"Fire Department",12000,-122.504710035,37.761405733,"POINT (-122.50471003500002 37.761405733000004)"
"542",1308,"Police Academy","350 Amber Dr",94124,"Own",45,"Police Department",19332,-122.441482849,37.744195992,"POINT (-122.44148284900001 37.744195992000016)"
"543",1933,"Pier 47 - Scomas Storage Shed","The Embarcadero",94133,"Own",46,"Port",270,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"544",1721,"SWL 303 - The Bay Company, Hoppe, Arthur N.","496 Jefferson St",94133,"Own",46,"Port",8339,-122.420581375,37.807772581,"POINT (-122.42058137499998 37.807772580999995)"
"545",1617,"South Sunset Clubhouse","2601 40th Ave",94116,"Own",49,"Recreation And Parks",1500,-122.498187472,37.738077944,"POINT (-122.49818747199998 37.738077944)"
"546",1889,"Youngblood Coleman Clubhouse","1398 Hudson Ave",94124,"Own",49,"Recreation And Parks",2135,-122.384184382,37.738022288,"POINT (-122.384184382 37.738022288000025)"
"547",1962,"Pier 7 Public Pier","Pier 7",94111,"Own",46,"Port",31300,-122.395618426,37.79934571,"POINT (-122.395618426 37.79934571000001)"
"548",1952,"Pier 54 - Office Bldg","569 Terry A Francois Blvd",94158,"Own",46,"Port",3344,-122.384474581,37.769992244,"POINT (-122.384474581 37.76999224399998)"
"549",657,"Fac. 274-175 - Ferry Building Clock Tower","San Francisco Ferry Bldg",94105,"Own",46,"Port",298488,-122.393613518,37.79546359,"POINT (-122.393613518 37.79546359)"
"550",1222,"Palace of the Legion of Honor","100 34th Ave",94121,"Own",58,"Fine Arts Museums",117000,-122.500734606,37.784568026,"POINT (-122.50073460599998 37.78456802599999)"
"551",1101,"MICHELANGELO PLAYGROUND CTR","1055 Greenwich St",94133,"Own",49,"Recreation And Parks",629,-122.416931874,37.80121448,"POINT (-122.416931874 37.80121448)"
"552",1965,"Pier 70 - Pier 68 - Blast Shed Bldg. #150","590 20TH ST",94107,"Own",46,"Port",600,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
